Shipping ID,Order ID,Order Date,Shipment Date,Shipment Mode,Shipment Company,Route ID,Delivery Date,Shipment Days,Fright,Status
4118,3050,19-04-2020,23-04-2020,Sea,Aramex,1006,22-05-2020,29,9793.76,In Transit
7154,6318,10-07-2023,13-07-2023,Sea,Aramex,1009,12-08-2023,30,7808.97,In Transit
7209,6893,04-10-2021,04-10-2021,Sea,Aramex,1009,27-10-2021,23,103.32,In Transit
6929,5816,03-06-2020,03-06-2020,Sea,TNT Express,1007,28-06-2020,25,32245.03,In Transit
8048,3621,26-05-2024,26-05-2024,Air,India Post,1006,20-06-2024,25,22968.17,Delivered
5639,9921,08-10-2021,12-10-2021,Sea,DTDC,1005,01-11-2021,20,22542.32,In Transit
7984,8530,26-10-2023,28-10-2023,Land,DHL,1003,25-11-2023,28,23299.44,Delivered
8988,2050,04-09-2023,06-09-2023,Sea,India Post,1006,04-10-2023,28,163307.72,Pending
6537,1069,06-05-2020,08-05-2020,Air,DTDC,1007,03-06-2020,26,16057.5,Cancelled
7717,6129,29-10-2019,01-11-2019,Land,Blue Dart,1001,30-11-2019,29,5101.28,Cancelled
4882,4675,12-05-2020,12-05-2020,Land,FedEx,1004,01-06-2020,20,19018.42,Delivered
4509,1299,06-03-2024,09-03-2024,Air,FedEx,1004,03-04-2024,25,15455.83,Pending
2603,9030,07-10-2019,09-10-2019,Land,DTDC,1002,30-10-2019,21,128193.32,In Transit
4646,6606,25-08-2021,28-08-2021,Air,Blue Dart,1009,21-09-2021,24,35991.5,In Transit
3096,8932,21-08-2023,21-08-2023,Air,DTDC,1010,11-09-2023,21,379.52,Pending
9851,4132,04-09-2023,08-09-2023,Land,DTDC,1002,29-09-2023,21,2630.41,Pending
5699,4939,13-03-2021,16-03-2021,Sea,Aramex,1001,15-04-2021,30,51126.14,Delivered
2274,5202,24-10-2023,25-10-2023,Air,TNT Express,1010,18-11-2023,24,4767.25,In Transit
1184,2912,04-03-2022,05-03-2022,Air,FedEx,1006,28-03-2022,23,817.82,Delivered
4650,9430,24-02-2020,27-02-2020,Land,DTDC,1002,23-03-2020,25,5837.06,Pending
8067,7592,30-12-2019,01-01-2020,Land,Blue Dart,1007,27-01-2020,26,86657.91,Delivered
5881,1882,13-11-2019,16-11-2019,Land,India Post,1004,09-12-2019,23,2264.76,Delivered
1086,3236,08-05-2020,11-05-2020,Air,FedEx,1009,08-06-2020,28,8958.81,Pending
8023,6692,08-10-2023,10-10-2023,Air,DTDC,1010,01-11-2023,22,398221.32,Delivered
7205,7312,13-11-2020,14-11-2020,Land,UPS,1003,13-12-2020,29,410167.06,In Transit
5792,8960,03-01-2024,04-01-2024,Sea,TNT Express,1010,26-01-2024,22,14567.9,In Transit
6554,6208,03-04-2024,04-04-2024,Land,TNT Express,1007,24-04-2024,20,14018.16,Pending
9994,3493,28-09-2020,02-10-2020,Land,DTDC,1008,30-10-2020,28,144092.31,Delivered
3913,8826,07-02-2021,08-02-2021,Air,FedEx,1010,05-03-2021,25,37069.05,Pending
5527,9440,19-08-2022,21-08-2022,Land,TNT Express,1001,12-09-2022,22,5159.6,Delivered
8588,6793,19-02-2020,23-02-2020,Land,TNT Express,1010,22-03-2020,28,104848.19,Cancelled
8565,7744,12-03-2024,13-03-2024,Air,UPS,1004,12-04-2024,30,2088.62,Pending
6227,8252,07-02-2024,10-02-2024,Land,DTDC,1010,02-03-2024,21,4447.71,Cancelled
7568,4477,23-08-2021,23-08-2021,Sea,India Post,1005,17-09-2021,25,151099.21,Pending
1343,1875,11-01-2023,12-01-2023,Sea,Blue Dart,1001,01-02-2023,20,24128.18,In Transit
7384,3972,23-03-2022,27-03-2022,Land,TNT Express,1009,20-04-2022,24,973.35,In Transit
5380,4082,04-10-2020,05-10-2020,Land,FedEx,1008,28-10-2020,23,227752.84,Delivered
9508,6070,22-07-2024,24-07-2024,Sea,Blue Dart,1004,14-08-2024,21,2113,Delivered
4491,8103,11-03-2020,13-03-2020,Air,Blue Dart,1007,06-04-2020,24,7709.79,Delivered
3832,5826,04-06-2021,05-06-2021,Land,Blue Dart,1003,30-06-2021,25,167065.53,Delivered
8157,9112,13-06-2021,15-06-2021,Sea,TNT Express,1008,05-07-2021,20,4868.34,Cancelled
4021,7542,24-02-2024,26-02-2024,Land,India Post,1006,23-03-2024,26,112722.5,In Transit
5541,5486,07-12-2020,08-12-2020,Land,India Post,1006,29-12-2020,21,107957.55,Delivered
4077,3696,23-04-2020,23-04-2020,Air,Blue Dart,1001,18-05-2020,25,909.56,In Transit
7012,3654,12-03-2020,14-03-2020,Air,India Post,1004,07-04-2020,24,5262.34,Pending
2960,7591,31-05-2024,31-05-2024,Air,DTDC,1002,20-06-2024,20,20332.04,Pending
1494,2200,05-01-2023,09-01-2023,Air,FedEx,1005,30-01-2023,21,3487.82,In Transit
8373,8685,03-09-2019,03-09-2019,Land,FedEx,1008,03-10-2019,30,20060.62,Delivered
3617,8625,21-01-2024,21-01-2024,Land,TNT Express,1006,13-02-2024,23,7100.11,Cancelled
1995,4878,01-03-2022,04-03-2022,Land,Blue Dart,1008,01-04-2022,28,12847.04,Pending
3862,9766,28-11-2023,29-11-2023,Air,UPS,1008,27-12-2023,28,51620.98,Cancelled
2451,2795,21-07-2022,21-07-2022,Sea,DHL,1001,13-08-2022,23,2643.46,In Transit
4947,2249,03-08-2022,07-08-2022,Air,FedEx,1006,27-08-2022,20,10462.91,Pending
7743,6068,15-03-2022,18-03-2022,Land,Blue Dart,1008,07-04-2022,20,87696.02,Delivered
2167,2434,16-03-2024,20-03-2024,Land,India Post,1010,17-04-2024,28,17625.23,Cancelled
5480,3275,28-12-2020,30-12-2020,Land,Blue Dart,1007,20-01-2021,21,983.97,Delivered
1038,4069,20-12-2023,23-12-2023,Air,India Post,1009,13-01-2024,21,76907.08,Delivered
5273,4083,15-04-2021,18-04-2021,Land,India Post,1009,12-05-2021,24,5304.52,Cancelled
1812,9272,03-03-2023,05-03-2023,Air,DHL,1006,27-03-2023,22,42407.03,Pending
2872,3226,16-08-2020,17-08-2020,Land,UPS,1006,07-09-2020,21,33061.01,Cancelled
8179,7804,25-09-2022,26-09-2022,Air,TNT Express,1010,22-10-2022,26,13086.48,Cancelled
6246,3530,02-12-2022,02-12-2022,Air,Aramex,1003,23-12-2022,21,124702.98,In Transit
9502,9704,09-12-2021,11-12-2021,Air,DTDC,1002,07-01-2022,27,34880.22,Delivered
6375,3790,02-10-2021,06-10-2021,Air,FedEx,1006,30-10-2021,24,5975.29,Pending
3513,1349,04-01-2024,05-01-2024,Air,UPS,1002,25-01-2024,20,40508.81,In Transit
1268,3173,07-09-2019,09-09-2019,Land,TNT Express,1003,03-10-2019,24,278226.74,Delivered
3396,9983,24-04-2024,26-04-2024,Air,TNT Express,1006,26-05-2024,30,3903.8,Pending
4500,7448,10-03-2021,10-03-2021,Land,Aramex,1009,03-04-2021,24,490610.4,Delivered
2807,5773,04-07-2023,06-07-2023,Air,DHL,1006,05-08-2023,30,46914.99,Cancelled
7226,9065,08-11-2022,12-11-2022,Land,Blue Dart,1005,05-12-2022,23,179289.93,Cancelled
3044,6444,14-08-2020,16-08-2020,Air,India Post,1004,06-09-2020,21,127188.77,In Transit
6691,5899,23-08-2020,25-08-2020,Sea,DTDC,1009,24-09-2020,30,36753.02,Delivered
3363,5659,30-03-2023,03-04-2023,Sea,TNT Express,1001,30-04-2023,27,254371.42,In Transit
6643,2503,11-07-2020,11-07-2020,Sea,Aramex,1007,05-08-2020,25,26745.36,Pending
8983,5270,14-07-2024,15-07-2024,Land,India Post,1007,06-08-2024,22,5554.23,In Transit
5770,6760,14-02-2021,16-02-2021,Air,TNT Express,1008,10-03-2021,22,114702.56,Cancelled
5517,8945,05-12-2023,06-12-2023,Sea,Blue Dart,1010,01-01-2024,26,116302.36,Delivered
3563,8770,29-05-2024,01-06-2024,Sea,Aramex,1010,27-06-2024,26,12714.45,In Transit
8356,5149,31-07-2024,02-08-2024,Air,UPS,1008,23-08-2024,21,10008.86,Delivered
5208,5320,01-09-2021,04-09-2021,Land,DTDC,1002,04-10-2021,30,65516.13,Delivered
4380,5611,29-06-2024,29-06-2024,Sea,India Post,1004,19-07-2024,20,332.94,In Transit
7208,1711,06-04-2022,07-04-2022,Land,DTDC,1005,28-04-2022,21,28807.04,Pending
6723,3341,10-01-2022,14-01-2022,Air,India Post,1009,03-02-2022,20,25480.5,Pending
6604,5790,14-01-2022,14-01-2022,Air,India Post,1002,07-02-2022,24,29211.15,In Transit
1611,3720,07-04-2023,08-04-2023,Sea,DHL,1010,28-04-2023,20,11020.37,In Transit
3959,8690,04-05-2021,04-05-2021,Air,Aramex,1009,27-05-2021,23,255.99,Cancelled
7112,9828,06-07-2020,07-07-2020,Sea,India Post,1002,02-08-2020,26,8405.54,Delivered
2377,7870,12-04-2024,14-04-2024,Air,DHL,1001,08-05-2024,24,3158.64,Pending
6768,8595,25-11-2021,28-11-2021,Sea,UPS,1009,19-12-2021,21,94049.08,In Transit
7502,6610,20-05-2021,24-05-2021,Land,Blue Dart,1006,23-06-2021,30,58299.59,Cancelled
8203,3154,28-10-2022,29-10-2022,Land,DHL,1002,25-11-2022,27,8076.38,Pending
9882,3949,11-10-2022,12-10-2022,Sea,UPS,1006,07-11-2022,26,298.53,Delivered
3997,6509,07-05-2022,11-05-2022,Land,Aramex,1006,31-05-2022,20,35142.4,Cancelled
3590,2251,26-03-2024,30-03-2024,Land,India Post,1010,29-04-2024,30,35738.39,In Transit
5291,3012,26-04-2021,27-04-2021,Land,TNT Express,1003,23-05-2021,26,264168.95,In Transit
1509,2053,11-09-2020,11-09-2020,Land,FedEx,1002,06-10-2020,25,185.59,Pending
6548,4668,10-03-2023,11-03-2023,Land,DHL,1009,06-04-2023,26,1017.66,In Transit
4716,6009,06-08-2023,10-08-2023,Sea,Aramex,1001,31-08-2023,21,118600.51,Delivered
9515,1667,17-11-2021,19-11-2021,Land,Blue Dart,1008,09-12-2021,20,16708.59,Delivered
6996,3715,12-06-2022,16-06-2022,Land,FedEx,1009,14-07-2022,28,4898.65,In Transit
1159,9613,08-04-2022,12-04-2022,Air,DTDC,1007,08-05-2022,26,179348.83,In Transit
9601,1083,01-08-2022,04-08-2022,Air,Aramex,1004,01-09-2022,28,1379.28,Delivered
6298,5614,19-10-2019,20-10-2019,Sea,Aramex,1006,19-11-2019,30,3932.25,In Transit
8806,4426,25-03-2023,25-03-2023,Land,DTDC,1005,24-04-2023,30,33007.99,Delivered
2450,5350,09-01-2023,12-01-2023,Sea,India Post,1008,02-02-2023,21,715.53,Cancelled
9025,7296,29-12-2019,01-01-2020,Land,Aramex,1004,25-01-2020,24,190934.71,Cancelled
7695,9200,17-08-2021,17-08-2021,Air,TNT Express,1010,09-09-2021,23,78144.4,In Transit
7561,8780,02-11-2022,04-11-2022,Air,Blue Dart,1003,28-11-2022,24,15366.91,In Transit
2782,7406,14-05-2020,17-05-2020,Land,FedEx,1005,13-06-2020,27,2545.9,Pending
6731,1482,23-10-2022,23-10-2022,Land,FedEx,1005,12-11-2022,20,13097.85,In Transit
9118,8256,03-05-2021,05-05-2021,Air,FedEx,1006,31-05-2021,26,209865.77,Cancelled
1975,1085,28-05-2020,30-05-2020,Land,Blue Dart,1001,20-06-2020,21,115785.72,In Transit
7434,2711,18-05-2023,21-05-2023,Sea,FedEx,1008,17-06-2023,27,166770.8,Cancelled
1777,9584,19-11-2020,23-11-2020,Land,UPS,1010,13-12-2020,20,39015.88,Cancelled
9424,5305,01-10-2019,04-10-2019,Air,DHL,1006,24-10-2019,20,93241.71,In Transit
4432,4100,20-09-2019,22-09-2019,Sea,DTDC,1008,14-10-2019,22,18555.15,Delivered
8297,4487,07-04-2021,10-04-2021,Land,Blue Dart,1010,05-05-2021,25,33686.67,Delivered
4104,6572,24-01-2022,24-01-2022,Sea,DTDC,1006,20-02-2022,27,10463.42,Delivered
3454,1191,06-02-2021,07-02-2021,Land,UPS,1009,01-03-2021,22,37174.13,In Transit
9688,8469,13-07-2020,16-07-2020,Land,Aramex,1007,14-08-2020,29,146299.1,In Transit
8395,2965,03-09-2023,07-09-2023,Air,UPS,1001,01-10-2023,24,14537.91,Pending
5958,7522,09-10-2021,11-10-2021,Sea,UPS,1007,05-11-2021,25,6318.62,In Transit
2494,9534,28-02-2022,03-03-2022,Air,UPS,1007,27-03-2022,24,100715.91,Delivered
5714,1800,26-10-2020,30-10-2020,Land,DTDC,1007,27-11-2020,28,8725.43,Cancelled
9302,2034,14-11-2021,14-11-2021,Air,FedEx,1002,13-12-2021,29,4609.41,In Transit
7047,9163,07-08-2024,10-08-2024,Air,DTDC,1006,01-09-2024,22,83932.48,Delivered
7452,9299,19-08-2021,23-08-2021,Air,India Post,1010,22-09-2021,30,3489.95,Pending
7197,3148,17-11-2019,17-11-2019,Land,FedEx,1005,16-12-2019,29,227724.86,Delivered
2405,5278,21-03-2024,22-03-2024,Land,India Post,1001,15-04-2024,24,19088.71,Pending
8898,9009,02-08-2021,02-08-2021,Air,Blue Dart,1010,24-08-2021,22,2575.9,In Transit
4594,6201,16-03-2020,20-03-2020,Land,DHL,1006,12-04-2020,23,173033.87,In Transit
1420,9458,06-03-2024,06-03-2024,Sea,TNT Express,1006,29-03-2024,23,198589.13,Pending
7764,6616,25-12-2023,27-12-2023,Land,DHL,1010,20-01-2024,24,315256.87,In Transit
7489,3195,30-07-2022,03-08-2022,Air,Blue Dart,1004,28-08-2022,25,343728.08,Cancelled
1580,4075,17-05-2024,17-05-2024,Land,DTDC,1006,06-06-2024,20,8690.65,In Transit
7203,8104,25-03-2022,29-03-2022,Sea,India Post,1005,26-04-2022,28,62800.79,Pending
3659,3881,24-03-2022,27-03-2022,Air,Aramex,1003,23-04-2022,27,188413.87,Delivered
7179,5443,25-10-2020,29-10-2020,Land,DTDC,1005,19-11-2020,21,8921.74,In Transit
4158,2499,14-08-2022,14-08-2022,Air,TNT Express,1008,04-09-2022,21,18771.42,Delivered
7772,8312,02-04-2023,06-04-2023,Land,FedEx,1007,03-05-2023,27,279327.8,Cancelled
5161,2093,11-07-2022,14-07-2022,Land,Aramex,1010,03-08-2022,20,3984.03,In Transit
8727,5409,09-01-2023,10-01-2023,Air,Blue Dart,1010,31-01-2023,21,162902.81,Cancelled
5343,9878,01-09-2019,02-09-2019,Air,TNT Express,1010,29-09-2019,27,19163.14,Cancelled
9560,8863,07-10-2019,10-10-2019,Sea,UPS,1003,03-11-2019,24,86802.83,In Transit
2061,2127,08-05-2024,11-05-2024,Sea,DTDC,1003,05-06-2024,25,12712.38,In Transit
3217,8871,23-07-2020,24-07-2020,Land,DHL,1003,15-08-2020,22,433.37,Pending
9370,7372,18-07-2023,19-07-2023,Land,India Post,1007,15-08-2023,27,9613.24,Cancelled
7925,9745,08-05-2024,10-05-2024,Sea,DTDC,1006,07-06-2024,28,6858.54,Delivered
5181,3651,20-06-2022,22-06-2022,Sea,Aramex,1008,20-07-2022,28,86721.74,In Transit
6460,3849,08-08-2022,10-08-2022,Land,India Post,1001,03-09-2022,24,20803.16,Pending
6464,3439,05-12-2019,05-12-2019,Sea,Aramex,1007,28-12-2019,23,59823.29,Cancelled
3551,8438,31-12-2022,02-01-2023,Air,FedEx,1008,23-01-2023,21,343265.46,In Transit
3618,2674,23-12-2023,24-12-2023,Land,FedEx,1003,13-01-2024,20,25845.28,Pending
3077,1400,03-03-2024,04-03-2024,Air,DTDC,1004,02-04-2024,29,1860.6,Pending
7497,8176,07-11-2021,11-11-2021,Sea,DHL,1008,01-12-2021,20,167447.1,Delivered
2577,5188,31-08-2019,03-09-2019,Air,India Post,1001,28-09-2019,25,30063.37,Cancelled
1964,5197,23-06-2024,26-06-2024,Land,India Post,1005,24-07-2024,28,48890.81,Cancelled
3442,3988,24-10-2022,24-10-2022,Air,DHL,1006,18-11-2022,25,6211.23,Pending
3100,1109,17-06-2023,20-06-2023,Air,FedEx,1010,14-07-2023,24,23141.55,Cancelled
2281,8695,15-05-2021,15-05-2021,Air,Aramex,1002,10-06-2021,26,24278.45,Pending
5266,8129,31-08-2022,04-09-2022,Air,FedEx,1003,30-09-2022,26,2426.02,Delivered
8105,9717,28-08-2022,31-08-2022,Land,India Post,1005,25-09-2022,25,111284.32,Pending
7861,3298,02-08-2022,03-08-2022,Land,India Post,1004,27-08-2022,24,4131.91,Pending
5821,8006,26-08-2022,27-08-2022,Land,FedEx,1007,21-09-2022,25,1502.51,Pending
6293,4144,31-08-2021,04-09-2021,Land,TNT Express,1009,28-09-2021,24,163008.07,Pending
1624,2037,15-05-2021,17-05-2021,Land,DHL,1008,06-06-2021,20,31512.92,In Transit
3394,8477,29-05-2020,31-05-2020,Land,Aramex,1002,25-06-2020,25,1564.68,Pending
1088,2442,08-07-2021,11-07-2021,Air,Aramex,1007,05-08-2021,25,26727.02,Pending
8081,1687,04-01-2022,07-01-2022,Sea,DTDC,1003,28-01-2022,21,8738.15,Cancelled
2397,8119,11-07-2024,14-07-2024,Sea,TNT Express,1009,08-08-2024,25,147674.78,Delivered
3318,9687,09-08-2021,12-08-2021,Land,Blue Dart,1002,11-09-2021,30,421818.23,Cancelled
1224,1263,14-03-2020,15-03-2020,Air,UPS,1002,04-04-2020,20,22943.07,Cancelled
5141,5800,02-06-2021,04-06-2021,Sea,TNT Express,1010,25-06-2021,21,17230.64,Cancelled
9421,6291,16-10-2020,17-10-2020,Air,DHL,1008,08-11-2020,22,90322.98,Pending
6288,6629,14-12-2020,15-12-2020,Air,India Post,1003,14-01-2021,30,885.93,In Transit
1907,1999,10-02-2023,12-02-2023,Air,India Post,1002,06-03-2023,22,7923,In Transit
6285,6395,02-08-2023,04-08-2023,Sea,DTDC,1005,26-08-2023,22,36539.3,In Transit
7899,6386,08-11-2023,12-11-2023,Sea,Blue Dart,1002,12-12-2023,30,22237.22,Pending
1850,3825,08-05-2021,08-05-2021,Sea,DHL,1006,07-06-2021,30,1890.16,In Transit
2565,3085,15-05-2024,17-05-2024,Sea,India Post,1005,14-06-2024,28,376943.4,In Transit
3987,2182,15-02-2024,18-02-2024,Sea,UPS,1002,13-03-2024,24,29251.29,In Transit
9793,4109,27-12-2021,28-12-2021,Sea,Aramex,1006,22-01-2022,25,81224.74,Cancelled
9670,8723,29-05-2021,31-05-2021,Sea,TNT Express,1005,26-06-2021,26,33595.15,Cancelled
6612,9212,11-09-2021,13-09-2021,Land,Aramex,1010,09-10-2021,26,73719.61,Pending
3624,2116,06-05-2021,07-05-2021,Land,FedEx,1002,02-06-2021,26,1206.06,Pending
5008,7759,16-04-2020,16-04-2020,Air,India Post,1002,11-05-2020,25,495609.97,In Transit
9863,9798,13-05-2020,13-05-2020,Sea,Blue Dart,1006,03-06-2020,21,10133.07,Delivered
2720,2698,15-09-2022,16-09-2022,Sea,India Post,1001,08-10-2022,22,5372.16,Pending
6570,9245,14-04-2021,18-04-2021,Land,Blue Dart,1003,13-05-2021,25,1301.85,Delivered
2219,8111,02-09-2020,04-09-2020,Air,Aramex,1001,26-09-2020,22,6251.78,In Transit
9318,9365,19-03-2020,20-03-2020,Sea,DTDC,1002,17-04-2020,28,2830.15,Delivered
4552,6515,30-06-2021,01-07-2021,Land,Blue Dart,1006,31-07-2021,30,38448.55,Delivered
5330,2908,07-03-2020,08-03-2020,Air,Blue Dart,1001,04-04-2020,27,4291.73,Delivered
8150,1427,24-02-2023,26-02-2023,Land,UPS,1009,27-03-2023,29,5270.81,Cancelled
6544,5872,26-05-2024,26-05-2024,Land,Blue Dart,1002,21-06-2024,26,5216.99,In Transit
3333,7719,25-11-2020,29-11-2020,Air,DHL,1005,21-12-2020,22,162766.34,Pending
5095,6084,17-11-2021,21-11-2021,Sea,Blue Dart,1005,14-12-2021,23,831.77,Delivered
8374,9544,27-05-2024,28-05-2024,Air,FedEx,1004,20-06-2024,23,8786.79,Pending
2790,1933,19-03-2024,23-03-2024,Air,Aramex,1005,17-04-2024,25,815.91,Pending
5317,6740,25-09-2019,29-09-2019,Land,TNT Express,1007,25-10-2019,26,4401.85,Pending
9985,9277,06-08-2020,06-08-2020,Air,UPS,1001,30-08-2020,24,27722.01,In Transit
1773,3735,06-10-2023,06-10-2023,Land,UPS,1005,04-11-2023,29,12071.36,Delivered
4271,1755,06-12-2021,07-12-2021,Air,TNT Express,1007,28-12-2021,21,7207.91,Pending
4931,9595,07-02-2024,09-02-2024,Air,TNT Express,1008,02-03-2024,22,20221.44,Delivered
9191,7351,31-01-2020,01-02-2020,Air,DTDC,1010,02-03-2020,30,40628.56,Delivered
2046,9945,01-07-2021,01-07-2021,Land,TNT Express,1006,28-07-2021,27,6131.99,Pending
2638,8523,11-04-2022,11-04-2022,Sea,DHL,1002,09-05-2022,28,132959.49,Pending
6220,7957,03-04-2023,03-04-2023,Land,India Post,1004,01-05-2023,28,497609.36,Delivered
5735,8171,01-04-2023,02-04-2023,Land,TNT Express,1007,23-04-2023,21,48617.75,In Transit
5575,7060,19-03-2023,23-03-2023,Air,India Post,1003,18-04-2023,26,98432.16,Pending
7660,3317,07-11-2019,09-11-2019,Air,UPS,1001,01-12-2019,22,10422.3,In Transit
4414,1476,19-07-2021,21-07-2021,Air,Aramex,1009,13-08-2021,23,9558.71,Delivered
9355,6829,21-07-2023,24-07-2023,Land,DHL,1008,14-08-2023,21,11451.4,Cancelled
3055,3977,29-10-2022,01-11-2022,Land,DHL,1009,24-11-2022,23,2604.79,Pending
1344,9342,22-02-2024,24-02-2024,Air,FedEx,1006,25-03-2024,30,94221.08,Cancelled
9593,3127,18-12-2023,20-12-2023,Land,Blue Dart,1001,18-01-2024,29,2612.9,Delivered
4543,4606,07-07-2023,10-07-2023,Sea,DTDC,1006,09-08-2023,30,6765.84,Pending
1092,2042,05-11-2020,08-11-2020,Sea,FedEx,1006,04-12-2020,26,98121.92,Pending
8987,8113,24-04-2022,28-04-2022,Air,India Post,1007,26-05-2022,28,32288.35,Delivered
3749,4216,18-09-2023,18-09-2023,Sea,UPS,1008,11-10-2023,23,8587.89,Delivered
9004,6565,12-07-2023,13-07-2023,Air,Blue Dart,1001,04-08-2023,22,102909.6,Cancelled
7382,9317,06-01-2022,08-01-2022,Sea,Blue Dart,1007,04-02-2022,27,6656.55,Delivered
6406,1719,08-05-2024,11-05-2024,Air,UPS,1004,02-06-2024,22,171501.96,Delivered
9684,6418,19-05-2024,22-05-2024,Air,DHL,1009,18-06-2024,27,21592.64,Cancelled
6109,5601,06-03-2022,10-03-2022,Air,UPS,1002,05-04-2022,26,6215.13,Pending
4815,1378,27-04-2024,27-04-2024,Air,India Post,1002,23-05-2024,26,489428.69,Cancelled
9026,8793,27-06-2024,01-07-2024,Land,DTDC,1004,29-07-2024,28,19959.22,Cancelled
3829,7705,11-02-2022,14-02-2022,Sea,Blue Dart,1003,06-03-2022,20,9275.61,Pending
3847,8470,10-01-2020,11-01-2020,Air,India Post,1007,08-02-2020,28,55417.78,Pending
7665,5679,06-03-2024,08-03-2024,Land,Blue Dart,1009,31-03-2024,23,10392.12,Cancelled
6822,7694,26-12-2021,29-12-2021,Air,DTDC,1008,24-01-2022,26,2047.81,Delivered
6724,2715,27-11-2020,28-11-2020,Sea,DHL,1007,25-12-2020,27,200602.51,In Transit
8814,9603,03-05-2023,03-05-2023,Sea,DTDC,1007,31-05-2023,28,38286.04,Delivered
9825,2734,26-07-2021,27-07-2021,Sea,TNT Express,1010,24-08-2021,28,28173.95,Pending
9480,9303,23-04-2021,25-04-2021,Land,DTDC,1009,22-05-2021,27,9919.71,In Transit
9525,8365,02-10-2021,05-10-2021,Land,Aramex,1007,03-11-2021,29,119110.53,Pending
9835,7735,02-02-2021,03-02-2021,Sea,TNT Express,1004,24-02-2021,21,34462.87,Delivered
1555,4030,19-04-2020,23-04-2020,Land,India Post,1009,22-05-2020,29,389847.89,In Transit
1575,2919,28-03-2023,29-03-2023,Land,DTDC,1003,18-04-2023,20,345.04,In Transit
6585,4727,07-04-2023,09-04-2023,Land,Blue Dart,1005,30-04-2023,21,178359.93,Pending
9121,7301,19-09-2021,21-09-2021,Land,DHL,1004,21-10-2021,30,138340.13,Pending
6136,8616,22-07-2021,22-07-2021,Land,Aramex,1010,14-08-2021,23,8639.83,In Transit
4600,6730,30-01-2023,01-02-2023,Sea,Blue Dart,1003,26-02-2023,25,57648.63,Delivered
4995,9735,28-05-2020,01-06-2020,Air,FedEx,1001,25-06-2020,24,1059.57,In Transit
4419,2546,23-11-2020,24-11-2020,Land,UPS,1005,21-12-2020,27,1905.7,Cancelled
9084,5804,28-09-2023,01-10-2023,Sea,DHL,1009,23-10-2023,22,6662.98,Pending
1508,8902,14-03-2020,18-03-2020,Air,TNT Express,1001,17-04-2020,30,507470.85,Delivered
5709,7822,09-07-2020,09-07-2020,Air,TNT Express,1008,08-08-2020,30,878.19,Cancelled
7902,5466,15-07-2023,19-07-2023,Air,FedEx,1005,16-08-2023,28,108437.91,Cancelled
5641,2729,22-04-2020,22-04-2020,Land,UPS,1002,13-05-2020,21,203966.71,Cancelled
1529,8626,10-10-2020,10-10-2020,Sea,India Post,1001,31-10-2020,21,81590.49,Delivered
5440,8584,16-09-2023,19-09-2023,Sea,DHL,1008,14-10-2023,25,7714.63,Delivered
3611,8703,16-02-2021,17-02-2021,Sea,Aramex,1005,18-03-2021,29,13404.08,Delivered
9182,2518,18-03-2024,21-03-2024,Sea,FedEx,1001,20-04-2024,30,330352.49,In Transit
4236,1022,03-10-2023,07-10-2023,Air,India Post,1005,04-11-2023,28,2999.91,Delivered
6105,6957,31-05-2024,03-06-2024,Air,India Post,1002,03-07-2024,30,10368.49,Pending
6445,5759,24-04-2023,24-04-2023,Air,DHL,1008,16-05-2023,22,157120.78,In Transit
4623,2414,06-11-2019,10-11-2019,Sea,DHL,1007,03-12-2019,23,274384.25,Cancelled
1724,1078,04-08-2024,08-08-2024,Sea,FedEx,1006,01-09-2024,24,32804.26,In Transit
7316,9822,20-08-2020,22-08-2020,Sea,Blue Dart,1005,17-09-2020,26,30382.53,Delivered
2048,1671,11-09-2022,15-09-2022,Air,India Post,1002,12-10-2022,27,3845.39,Cancelled
1446,6271,27-11-2019,28-11-2019,Sea,Aramex,1010,20-12-2019,22,60342.71,Pending
5689,3462,24-03-2021,27-03-2021,Air,UPS,1007,20-04-2021,24,291.54,In Transit
9928,7825,11-08-2022,15-08-2022,Land,Aramex,1001,13-09-2022,29,109347.8,Pending
6708,2818,19-05-2024,21-05-2024,Land,TNT Express,1004,20-06-2024,30,171659.43,In Transit
9357,1612,16-01-2023,18-01-2023,Air,DTDC,1007,16-02-2023,29,598677.43,Delivered
1695,7721,07-12-2019,10-12-2019,Air,DHL,1004,30-12-2019,20,162414.05,Cancelled
7531,5420,20-10-2023,22-10-2023,Land,India Post,1009,21-11-2023,30,6356.55,Cancelled
1847,2170,17-12-2022,17-12-2022,Land,FedEx,1009,09-01-2023,23,15291.5,Pending
2142,7581,26-02-2021,27-02-2021,Air,DHL,1009,21-03-2021,22,3633.84,Delivered
7702,1937,27-07-2022,30-07-2022,Air,TNT Express,1005,25-08-2022,26,1402.25,In Transit
5513,1753,30-11-2023,02-12-2023,Sea,DHL,1003,30-12-2023,28,34233.63,Cancelled
3842,8471,19-11-2020,22-11-2020,Air,Blue Dart,1001,14-12-2020,22,166335.14,Pending
6336,6338,21-03-2022,23-03-2022,Sea,Aramex,1010,16-04-2022,24,66822.07,Cancelled
8313,4029,19-12-2020,19-12-2020,Sea,TNT Express,1010,16-01-2021,28,14617.51,Pending
9906,5620,31-08-2020,31-08-2020,Sea,India Post,1005,28-09-2020,28,146251.9,Cancelled
1160,7378,01-02-2023,05-02-2023,Sea,DTDC,1008,07-03-2023,30,31340.04,Pending
